year,scenario,project_id,project_name,calc_group,chain,emissions_mtco2e,start_year,lifespan_years,lifespan_source,start_was_placeholder,canada_only
2047,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2048,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2049,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2050,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2051,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2052,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2053,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2054,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2055,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2056,measurement_central,lng_canada_phase_2,LNG Canada Terminal,proposed,export,41.6983,2030,27,Asset Register:authorised_export_end_year=2056 (hard stop; cuts 13y from Asset Register:authorised_export_term_years),False,False
2034,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,17.04,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,29.82,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2036,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2037,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2038,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2039,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2040,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2041,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2042,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2043,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2044,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2045,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2046,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2047,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2048,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2049,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2050,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2051,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2052,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2053,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2054,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2055,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2056,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2057,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2058,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2059,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2060,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2061,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2062,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2063,measurement_central,ksi_lisims_lng,Ksi Lisims FLNG Terminal,proposed,export,35.7414,2029,35,Asset Register:authorised_export_end_year=2063 (hard stop; cuts 5y from Asset Register:authorised_export_term_years),False,False
2035,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,21.3,2030,40,Parameters:lifecycle_years_default,True,False
2036,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,37.275,2030,40,Parameters:lifecycle_years_default,True,False
2037,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2038,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2039,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2040,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2041,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2042,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2043,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2044,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2045,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2046,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2047,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2048,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2049,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2050,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2051,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2052,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2053,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2054,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2055,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2056,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2057,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2058,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
2059,measurement_central,marinvest_baie_comeau,"Kino Aski LNG (formerly Marinvest Energy, Baie-Comeau)",proposed,export,44.67675,2030,40,Parameters:lifecycle_years_default,True,False
